match_fraction,percent,model,logloss,brier,accuracy,ece,mce
0.25,25,Markov Ensemble,0.47200995102417515,0.1570804077306139,0.762641898864809,0.02549985722466378,0.07315822502941438
0.5,50,Markov Ensemble,0.3554402191997243,0.11775284500674825,0.8121775025799793,0.02089532831087295,0.08746738812961463
0.75,75,Markov Ensemble,0.2293256670695258,0.07642006509644153,0.8813209494324046,0.022179519665765465,0.1415895790193175
