ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,la,lb,t,BFEW,BFEL
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Bolt A.,Struff J.L.,157.0,37.0,332.0,1270.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.22,,,,,3.83,1.31,4.49,1.33,3.84,1.26,bolt,struff,auckland,,
2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Auger-Aliassime F.,Duckworth J.,22.0,96.0,1656.0,576.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,,,,,1.6,2.5,1.63,2.52,1.57,2.37,auger-aliassime,duckworth,auckland,,
2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3.0,Harris L.,Carreno Busta P.,91.0,30.0,594.0,1377.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.5,,,,,2.83,1.5,2.83,1.54,2.65,1.48,harris,busta,auckland,,
2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3.0,Rublev A.,Evans D.,18.0,33.0,1799.0,1324.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,,,,,1.49,2.87,1.53,2.87,1.47,2.67,rublev,evans,auckland,,
2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3.0,Paul T.,Ramos-Vinolas A.,90.0,42.0,600.0,1130.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,,,,,1.56,2.65,1.62,3.03,1.54,2.47,paul,ramos-vinolas,auckland,,
2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3.0,Auger-Aliassime F.,Bolt A.,22.0,157.0,1656.0,332.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,,,1.47,2.97,1.54,2.97,1.46,2.7,auger-aliassime,bolt,auckland,,
2,Auckland,ASB Classic,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3.0,Harris L.,Paul T.,91.0,90.0,594.0,600.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.66,,,,,2.15,1.81,2.27,1.81,2.12,1.71,harris,paul,auckland,,
2,Auckland,ASB Classic,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3.0,Rublev A.,Auger-Aliassime F.,18.0,22.0,1799.0,1656.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,,,,,1.46,3.0,1.51,3.0,1.47,2.67,rublev,auger-aliassime,auckland,,
2,Auckland,ASB Classic,1/18/2020,ATP250,Outdoor,Hard,The Final,3.0,Rublev A.,Harris L.,18.0,91.0,1799.0,594.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.33,3.4,,,,,1.32,3.8,1.36,3.94,1.3,3.45,rublev,harris,auckland,,
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3.0,Hurkacz H.,Sonego L.,34.0,52.0,1318.0,990.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,,,,,1.31,3.74,1.37,3.74,1.32,3.35,hurkacz,sonego,adelaide,,
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3.0,Sandgren T.,Venus M.,101.0,,553.0,,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.33,,,,,1.21,4.99,1.27,4.99,1.2,4.5,sandgren,venus,adelaide,,
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3.0,Monteiro T.,Norrie C.,86.0,62.0,616.0,885.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,,,,,2.35,1.65,2.35,1.75,2.21,1.66,monteiro,norrie,adelaide,,
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3.0,Humbert U.,Ruud C.,57.0,46.0,900.0,1079.0,7.0,6.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,,,,,2.03,1.86,2.1,1.92,1.96,1.83,humbert,ruud,adelaide,,
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3.0,Paire B.,Sinner J.,24.0,79.0,1598.0,671.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.66,,,,,2.27,1.7,2.27,1.87,2.1,1.73,paire,sinner,adelaide,,
3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3.0,Ymer M.,Tiafoe F.,77.0,49.0,685.0,1050.0,6.0,4.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.72,,,,,2.07,1.83,2.2,1.85,2.01,1.78,ymer,tiafoe,adelaide,,
3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3.0,Pospisil V.,Sousa J.,146.0,58.0,360.0,891.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,,,,,1.45,2.93,1.45,3.0,1.41,2.88,pospisil,sousa,adelaide,,
3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3.0,Edmund K.,Davidovich Fokina A.,69.0,85.0,800.0,627.0,6.0,2.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,,,,,1.45,2.93,1.54,2.93,1.46,2.68,edmund,fokina,adelaide,,
3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3.0,Millman J.,Mmoh M.,47.0,227.0,1071.0,207.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.2,,,,,1.64,2.36,1.76,2.38,1.65,2.24,millman,mmoh,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3.0,Seppi A.,Mannarino A.,84.0,43.0,636.0,1111.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,,,,,2.45,1.61,2.5,1.7,2.37,1.58,seppi,mannarino,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3.0,Lopez F.,Andujar P.,61.0,63.0,888.0,867.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,,,,,1.52,2.7,1.67,2.75,1.53,2.48,lopez,andujar,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3.0,Cecchinato M.,Mayer L.,76.0,100.0,690.0,558.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.53,,,,,2.46,1.6,2.5,1.59,2.42,1.56,cecchinato,mayer,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Isner J.,Sandgren T.,20.0,101.0,1770.0,553.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,,,,,1.53,2.71,1.73,2.71,1.55,2.42,isner,sandgren,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Hurkacz H.,Ymer M.,34.0,77.0,1318.0,685.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,,,,,1.49,2.84,1.51,3.03,1.46,2.68,hurkacz,ymer,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Paire B.,Monteiro T.,24.0,86.0,1598.0,616.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,,,,,1.57,2.57,1.62,2.63,1.55,2.44,paire,monteiro,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Lopez F.,Fognini F.,61.0,12.0,888.0,2310.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,,,,,3.19,1.4,3.2,1.45,2.89,1.41,lopez,fognini,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Edmund K.,Seppi A.,69.0,84.0,800.0,636.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.62,,,,,1.39,3.22,1.49,3.6,1.33,3.3,edmund,seppi,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Humbert U.,Cecchinato M.,57.0,76.0,900.0,690.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,,,,,1.39,3.25,1.64,3.43,1.36,3.11,humbert,cecchinato,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Shapovalov D.,Pospisil V.,13.0,146.0,2200.0,360.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.37,,,,,1.51,2.76,1.57,2.91,1.49,2.6,shapovalov,pospisil,adelaide,,
3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3.0,Millman J.,Khachanov K.,47.0,16.0,1071.0,1995.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,,,,,2.62,1.56,2.62,1.62,2.44,1.55,millman,khachanov,adelaide,,
3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3.0,Isner J.,Edmund K.,20.0,69.0,1770.0,800.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.9,1.9,,,,,1.92,2.0,1.92,2.0,1.87,1.92,isner,edmund,adelaide,,
3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3.0,Humbert U.,Shapovalov D.,57.0,13.0,900.0,2200.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.2,1.36,,,,,3.26,1.4,3.4,1.4,3.12,1.35,humbert,shapovalov,adelaide,,
3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3.0,Paire B.,Millman J.,24.0,47.0,1598.0,1071.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.72,,,,,2.33,1.69,2.33,1.82,2.11,1.72,paire,millman,adelaide,,
3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3.0,Hurkacz H.,Lopez F.,34.0,61.0,1318.0,888.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.4,,,,,1.35,3.61,1.36,3.94,1.32,3.36,hurkacz,lopez,adelaide,,
3,Adelaide,Adelaide International,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3.0,Humbert U.,Isner J.,57.0,20.0,900.0,1770.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.9,,,,,2.01,1.92,2.01,2.0,1.89,1.89,humbert,isner,adelaide,,
3,Adelaide,Adelaide International,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3.0,Paire B.,Hurkacz H.,24.0,34.0,1598.0,1318.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.57,,,,,2.73,1.53,2.75,1.58,2.54,1.51,paire,hurkacz,adelaide,,
3,Adelaide,Adelaide International,1/18/2020,ATP250,Outdoor,Hard,The Final,3.0,Humbert U.,Paire B.,57.0,24.0,900.0,1598.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.1,,,,,1.71,2.29,1.94,2.29,1.72,2.11,humbert,paire,adelaide,,
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5.0,Gulbis E.,Auger-Aliassime F.,256.0,22.0,179.0,1701.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,4.33,1.22,,,,,4.69,1.23,4.8,1.31,4.33,1.22,gulbis,auger-aliassime,australian open,,
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5.0,Bolt A.,Ramos-Vinolas A.,140.0,42.0,377.0,1130.0,7.0,6.0,1.0,6.0,6.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,2.3,1.61,,,,,2.36,1.67,2.5,1.67,2.33,1.6,bolt,ramos-vinolas,australian open,,
4,Melbourne,Australian Open,1/21/2020,Grand Slam,Outdoor,Hard,1st Round,5.0,Rublev A.,O'Connell C.,16.0,115.0,2004.0,481.0,6.0,3.0,0.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.06,10.0,,,,,1.05,14.82,1.07,16.0,1.04,11.29,rublev,o'connell,australian open,,
5,Cordoba,Cordoba Open,2/4/2020,ATP250,Outdoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Bagnis F.,42.0,135.0,1130.0,392.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,,,,,1.61,2.44,1.62,2.75,1.54,2.45,ramos-vinolas,bagnis,cordoba,,
5,Cordoba,Cordoba Open,2/6/2020,ATP250,Outdoor,Clay,2nd Round,3.0,Ramos-Vinolas A.,Andujar P.,42.0,63.0,1130.0,867.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.0,,,,,1.83,2.09,1.87,2.33,1.73,2.07,ramos-vinolas,andujar,cordoba,,
5,Cordoba,Cordoba Open,2/7/2020,ATP250,Outdoor,Clay,Quarterfinals,3.0,Schwartzman D.,Ramos-Vinolas A.,14.0,42.0,2220.0,1130.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,,,1.2,5.32,1.28,5.32,1.23,4.07,schwartzman,ramos-vinolas,cordoba,,
6,Montpellier,Open Sud de France,2/4/2020,ATP250,Indoor,Hard,1st Round,3.0,Auger-Aliassime F.,Dzumhur D.,21.0,97.0,1666.0,594.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.37,,,,,1.57,2.55,1.59,2.6,1.55,2.42,auger-aliassime,dzumhur,montpellier,,
6,Montpellier,Open Sud de France,2/6/2020,ATP250,Indoor,Hard,2nd Round,3.0,Herbert P.H.,Auger-Aliassime F.,67.0,21.0,820.0,1666.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.25,1.57,,,,,2.2,1.75,2.56,1.77,2.17,1.67,herbert,auger-aliassime,montpellier,,
8,Buenos Aires,Argentina Open,2/12/2020,ATP250,Outdoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Mayer L.,42.0,107.0,1130.0,529.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.53,2.37,,,,,1.7,2.26,1.71,2.55,1.61,2.29,ramos-vinolas,mayer,buenos aires,,
8,Buenos Aires,Argentina Open,2/13/2020,ATP250,Outdoor,Clay,2nd Round,3.0,Cuevas P.,Ramos-Vinolas A.,48.0,42.0,1017.0,1130.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.25,,,,,1.71,2.27,1.74,2.33,1.66,2.21,cuevas,ramos-vinolas,buenos aires,,
10,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2020,ATP500,Indoor,Hard,1st Round,3.0,Auger-Aliassime F.,Struff J.L.,21.0,34.0,1666.0,1270.0,6.0,3.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.66,,,,,2.16,1.76,2.2,1.77,2.14,1.69,auger-aliassime,struff,rotterdam,,
10,Rotterdam,ABN AMRO World Tennis Tournament,2/12/2020,ATP500,Indoor,Hard,2nd Round,3.0,Auger-Aliassime F.,Dimitrov G.,21.0,22.0,1666.0,1637.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.53,,,,,2.51,1.6,2.56,1.67,2.36,1.58,auger-aliassime,dimitrov,rotterdam,,
10,Rotterdam,ABN AMRO World Tennis Tournament,2/14/2020,ATP500,Indoor,Hard,Quarterfinals,3.0,Auger-Aliassime F.,Bedene A.,21.0,52.0,1666.0,940.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.62,,,,,1.51,2.81,1.61,2.81,1.5,2.57,auger-aliassime,bedene,rotterdam,,
10,Rotterdam,ABN AMRO World Tennis Tournament,2/15/2020,ATP500,Indoor,Hard,Semifinals,3.0,Auger-Aliassime F.,Carreno Busta P.,21.0,30.0,1666.0,1332.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,,,1.56,2.64,1.61,2.64,1.55,2.42,auger-aliassime,busta,rotterdam,,
10,Rotterdam,ABN AMRO World Tennis Tournament,2/16/2020,ATP500,Indoor,Hard,The Final,3.0,Monfils G.,Auger-Aliassime F.,9.0,21.0,2860.0,1666.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.37,,,,,1.62,2.49,1.64,2.55,1.56,2.41,monfils,auger-aliassime,rotterdam,,
12,Marseille,Open 13,2/19/2020,ATP250,Indoor,Hard,1st Round,3.0,Auger-Aliassime F.,Travaglia S.,18.0,85.0,1921.0,684.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.28,3.5,,,,,1.27,4.19,1.31,4.19,1.27,3.67,auger-aliassime,travaglia,marseille,,
12,Marseille,Open 13,2/20/2020,ATP250,Indoor,Hard,2nd Round,3.0,Auger-Aliassime F.,Herbert P.H.,18.0,79.0,1921.0,715.0,6.0,0.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.9,1.8,,,,,2.02,1.89,2.05,1.95,1.97,1.82,auger-aliassime,herbert,marseille,,
12,Marseille,Open 13,2/21/2020,ATP250,Indoor,Hard,Quarterfinals,3.0,Auger-Aliassime F.,Gerasimov E.,18.0,72.0,1921.0,764.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,,,1.62,2.5,1.62,2.6,1.54,2.47,auger-aliassime,gerasimov,marseille,,
12,Marseille,Open 13,2/22/2020,ATP250,Indoor,Hard,Semifinals,3.0,Auger-Aliassime F.,Simon G.,18.0,58.0,1921.0,890.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.37,,,,,1.69,2.33,1.69,2.55,1.58,2.36,auger-aliassime,simon,marseille,,
12,Marseille,Open 13,2/23/2020,ATP250,Indoor,Hard,The Final,3.0,Tsitsipas S.,Auger-Aliassime F.,6.0,18.0,4745.0,1921.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,,,1.41,3.22,1.49,3.22,1.41,2.88,tsitsipas,auger-aliassime,marseille,,
13,Rio de Janeiro,Rio Open,2/17/2020,ATP500,Outdoor,Clay,1st Round,3.0,Delbonis F.,Carballes Baena R.,86.0,93.0,676.0,639.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,,,,,1.65,2.36,1.7,2.4,1.61,2.28,delbonis,baena,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/17/2020,ATP500,Outdoor,Clay,1st Round,3.0,Garin C.,Martin A.,25.0,94.0,1550.0,629.0,4.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,3.75,,,,,1.32,3.66,1.32,4.0,1.27,3.66,garin,martin,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/17/2020,ATP500,Outdoor,Clay,1st Round,3.0,Andujar P.,Verdasco F.,59.0,49.0,887.0,1000.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,,,,,2.24,1.71,2.35,1.71,2.21,1.65,andujar,verdasco,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/17/2020,ATP500,Outdoor,Clay,1st Round,3.0,Martinez P.,Dellien H.,133.0,78.0,404.0,738.0,3.0,6.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed,1.72,2.0,,,,,1.85,2.05,1.85,2.2,1.74,2.05,martinez,dellien,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/17/2020,ATP500,Outdoor,Clay,1st Round,3.0,Seyboth Wild T.,Davidovich Fokina A.,206.0,90.0,235.0,655.0,5.0,7.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.25,1.57,,,,,2.34,1.66,2.5,1.69,2.31,1.6,wild,fokina,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/17/2020,ATP500,Outdoor,Clay,1st Round,3.0,Coria F.,Moutet C.,116.0,77.0,466.0,742.0,1.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.25,1.57,,,,,2.27,1.7,2.3,1.73,2.22,1.64,coria,moutet,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Alcaraz C.,Ramos-Vinolas A.,406.0,41.0,82.0,1130.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,4.33,1.2,,,,,4.1,1.27,4.5,1.27,4.17,1.22,alcaraz,ramos-vinolas,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Balazs A.,Cuevas P.,106.0,46.0,525.0,1017.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.75,1.25,,,,,3.57,1.33,4.0,1.33,3.7,1.27,balazs,cuevas,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Lajovic D.,Cecchinato M.,23.0,111.0,1641.0,508.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.61,2.2,,,,,1.66,2.35,1.67,2.45,1.63,2.25,lajovic,cecchinato,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Coric B.,Londero J.I.,32.0,61.0,1320.0,881.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.9,1.8,,,,,2.1,1.81,2.12,1.85,2.04,1.76,coric,londero,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Munar J.,Caruso S.,99.0,97.0,593.0,600.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,,,,,1.6,2.47,1.64,2.56,1.56,2.39,munar,caruso,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Sonego L.,Mayer L.,52.0,109.0,960.0,509.0,6.0,1.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,1.9,,,,,1.94,1.94,2.0,2.0,1.87,1.91,sonego,mayer,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Domingues J.,Gaio F.,169.0,127.0,292.0,422.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,,,,,,,1.94,2.05,1.79,1.94,domingues,gaio,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Mager G.,Ruud C.,128.0,34.0,413.0,1313.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.25,,,,,4.59,1.23,4.59,1.27,4.08,1.23,mager,ruud,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/18/2020,ATP500,Outdoor,Clay,1st Round,3.0,Thiem D.,Meligeni Rodrigues F,4.0,341.0,7045.0,111.0,6.0,2.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.01,26.0,,,,,1.01,26.59,1.02,30.0,1.01,19.41,thiem,rodrigues,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/19/2020,ATP500,Outdoor,Clay,1st Round,3.0,Monteiro T.,Pella G.,88.0,26.0,669.0,1515.0,5.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.66,,,,,2.03,1.86,2.2,2.0,2.04,1.76,monteiro,pella,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/19/2020,ATP500,Outdoor,Clay,2nd Round,3.0,Garin C.,Delbonis F.,25.0,86.0,1550.0,676.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,,,,,1.56,2.62,1.56,2.65,1.52,2.5,garin,delbonis,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/19/2020,ATP500,Outdoor,Clay,2nd Round,3.0,Martinez P.,Andujar P.,133.0,59.0,404.0,887.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,,,,,2.46,1.62,2.56,1.65,2.37,1.57,martinez,andujar,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/19/2020,ATP500,Outdoor,Clay,2nd Round,3.0,Balazs A.,Monteiro T.,106.0,88.0,525.0,669.0,1.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.44,,,,,2.81,1.5,2.81,1.54,2.62,1.48,balazs,monteiro,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/20/2020,ATP500,Outdoor,Clay,2nd Round,3.0,Coria F.,Alcaraz C.,116.0,406.0,466.0,82.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,,,,,1.88,2.02,1.91,2.12,1.82,1.96,coria,alcaraz,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/20/2020,ATP500,Outdoor,Clay,2nd Round,3.0,Mager G.,Domingues J.,128.0,169.0,413.0,292.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,,,,,1.47,2.91,1.49,2.91,1.44,2.75,mager,domingues,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/20/2020,ATP500,Outdoor,Clay,2nd Round,3.0,Sonego L.,Lajovic D.,52.0,23.0,960.0,1641.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.44,,,,,2.84,1.49,2.9,1.5,2.68,1.46,sonego,lajovic,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/20/2020,ATP500,Outdoor,Clay,2nd Round,3.0,Coric B.,Seyboth Wild T.,32.0,206.0,1320.0,235.0,6.0,3.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.0,,,,,1.34,3.6,1.4,3.6,1.34,3.23,coric,wild,rio de janeiro,,
13,Rio de Janeiro,Rio Open,2/21/2020,ATP500,Outdoor,Clay,2nd Round,3.0,Thiem D.,Munar J.,4.0,99.0,7045.0,593.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.18,4.5,,,,,1.17,5.92,1.2,5.92,1.17,4.99,thiem,munar,rio de janeiro,,
