ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,la,lb,t,BFEW,BFEL
2,Chennai,Chennai Open,1/5/2016,ATP250,Outdoor,Hard,1st Round,3.0,Garcia-Lopez G.,Daniel T.,27.0,96.0,1430.0,603.0,4.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,1.5,2.5,1.52,2.45,1.5,2.62,1.56,2.56,1.57,2.7,1.5,2.53,garcia-lopez,daniel,chennai,,
2,Chennai,Chennai Open,1/5/2016,ATP250,Outdoor,Hard,1st Round,3.0,Ramanathan R.,Gimeno-Traver D.,248.0,98.0,209.0,590.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.9,1.8,2.0,1.75,2.0,1.8,2.04,1.85,2.06,1.85,1.98,1.8,ramanathan,gimeno-traver,chennai,,
2,Chennai,Chennai Open,1/6/2016,ATP250,Outdoor,Hard,2nd Round,3.0,Garcia-Lopez G.,Pavic A.,27.0,449.0,1430.0,90.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.38,3.0,1.36,3.25,1.4,3.2,1.44,3.25,1.37,3.02,garcia-lopez,pavic,chennai,,
2,Chennai,Chennai Open,1/6/2016,ATP250,Outdoor,Hard,2nd Round,3.0,Bautista R.,Millman J.,25.0,92.0,1480.0,611.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.3,3.4,1.3,3.5,1.38,3.31,1.38,3.8,1.3,3.42,bautista,millman,chennai,,
2,Chennai,Chennai Open,1/8/2016,ATP250,Outdoor,Hard,Quarterfinals,3.0,Wawrinka S.,Garcia-Lopez G.,4.0,27.0,6865.0,1430.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.2,4.3,1.2,4.5,1.19,5.5,1.2,5.5,1.18,4.8,wawrinka,garcia-lopez,chennai,,
2,Chennai,Chennai Open,1/8/2016,ATP250,Outdoor,Hard,Quarterfinals,3.0,Coric B.,Bautista R.,44.0,25.0,941.0,1480.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.36,2.85,1.4,3.0,1.4,3.17,1.42,3.25,1.44,2.95,1.39,coric,bautista,chennai,,
3,Doha,Qatar Exxon Mobil Open,1/4/2016,ATP250,Outdoor,Hard,1st Round,3.0,Chardy J.,Zayid M. S.,31.0,1512.0,1255.0,3.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.0,51.0,1.0,27.0,1.0,34.0,1.01,51.0,1.01,51.0,1.01,26.32,chardy,m.,doha,,
3,Doha,Qatar Exxon Mobil Open,1/5/2016,ATP250,Outdoor,Hard,1st Round,3.0,Mathieu P.H.,Ramos-Vinolas A.,95.0,54.0,604.0,798.0,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,1.9,1.8,2.0,1.8,2.0,1.87,2.02,1.87,2.04,1.81,1.96,mathieu,ramos-vinolas,doha,,
3,Doha,Qatar Exxon Mobil Open,1/5/2016,ATP250,Outdoor,Hard,1st Round,3.0,Nadal R.,Carreno-Busta P.,5.0,67.0,5230.0,734.0,6.0,7.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,1.02,15.0,1.03,10.5,1.04,11.0,1.03,16.29,1.04,16.29,1.03,12.5,nadal,carreno-busta,doha,,
4,Auckland,ASB Classic,1/11/2016,ATP250,Outdoor,Hard,1st Round,3.0,De Bakker T.,Ramos-Vinolas A.,100.0,55.0,582.0,798.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.9,1.8,2.0,1.8,2.14,1.78,2.15,1.85,2.03,1.76,bakker,ramos-vinolas,auckland,,
4,Auckland,ASB Classic,1/11/2016,ATP250,Outdoor,Hard,1st Round,3.0,Sock J.,Estrella Burgos V.,26.0,56.0,1465.0,797.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.11,6.0,1.12,6.0,1.13,6.82,1.13,7.0,1.11,6.2,sock,burgos,auckland,,
4,Auckland,ASB Classic,1/12/2016,ATP250,Outdoor,Hard,1st Round,3.0,Bautista R.,Vesely J.,25.0,42.0,1480.0,1057.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.42,2.8,1.44,2.75,1.44,3.0,1.44,3.03,1.4,2.87,bautista,vesely,auckland,,
4,Auckland,ASB Classic,1/12/2016,ATP250,Outdoor,Hard,1st Round,3.0,Rosol L.,Garcia-Lopez G.,54.0,27.0,802.0,1430.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.1,1.7,2.1,1.73,2.06,1.84,2.2,1.84,2.04,1.75,rosol,garcia-lopez,auckland,,
4,Auckland,ASB Classic,1/13/2016,ATP250,Outdoor,Hard,2nd Round,3.0,Bautista R.,Young D.,25.0,46.0,1480.0,907.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.28,3.5,1.29,3.75,1.29,3.97,1.31,3.97,1.27,3.66,bautista,young,auckland,,
4,Auckland,ASB Classic,1/14/2016,ATP250,Outdoor,Hard,Quarterfinals,3.0,Bautista R.,Isner J.,25.0,11.0,1480.0,2495.0,7.0,5.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.61,2.25,1.62,2.25,1.62,2.36,1.68,2.39,1.68,2.24,1.63,bautista,isner,auckland,,
4,Auckland,ASB Classic,1/15/2016,ATP250,Outdoor,Hard,Semifinals,3.0,Bautista R.,Tsonga J.W.,25.0,10.0,1480.0,2635.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,2.65,1.45,2.75,1.44,3.05,1.45,3.05,1.49,2.78,1.44,bautista,tsonga,auckland,,
5,Sydney,Apia International,1/12/2016,ATP250,Outdoor,Hard,1st Round,3.0,Duckworth J.,Cervantes I.,134.0,72.0,447.0,703.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.3,1.67,2.2,1.67,2.32,1.69,2.38,1.64,2.23,duckworth,cervantes,sydney,,
6,Melbourne,Australian Open,1/18/2016,Grand Slam,Outdoor,Hard,1st Round,5.0,Brands D.,Estrella Burgos V.,151.0,55.0,393.0,797.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.4,2.75,1.38,3.0,1.4,3.0,1.37,3.39,1.45,3.39,1.38,3.03,brands,burgos,australian open,,
6,Melbourne,Australian Open,1/18/2016,Grand Slam,Outdoor,Hard,1st Round,5.0,Donskoy E.,Cervantes I.,91.0,72.0,620.0,703.0,6.0,4.0,3.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.4,2.75,1.58,2.35,1.57,2.38,1.49,2.84,1.61,2.84,1.55,2.43,donskoy,cervantes,australian open,,
6,Melbourne,Australian Open,1/18/2016,Grand Slam,Outdoor,Hard,1st Round,5.0,Garcia-Lopez G.,Mathieu P.H.,27.0,97.0,1430.0,609.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.38,3.0,1.4,3.0,1.48,2.86,1.48,3.25,1.4,2.88,garcia-lopez,mathieu,australian open,,
6,Melbourne,Australian Open,1/18/2016,Grand Slam,Outdoor,Hard,1st Round,5.0,Ramos-Vinolas A.,Coric B.,61.0,40.0,773.0,1066.0,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,3.75,1.25,3.75,1.25,4.0,1.25,3.52,1.35,4.33,1.35,3.69,1.27,ramos-vinolas,coric,australian open,,
6,Melbourne,Australian Open,1/18/2016,Grand Slam,Outdoor,Hard,1st Round,5.0,Kyrgios N.,Carreno-Busta P.,30.0,68.0,1260.0,734.0,6.0,2.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.1,7.0,1.11,6.0,1.11,6.5,1.11,7.91,1.13,7.91,1.1,6.73,kyrgios,carreno-busta,australian open,,
6,Melbourne,Australian Open,1/18/2016,Grand Slam,Outdoor,Hard,1st Round,5.0,Bautista R.,Klizan M.,21.0,43.0,1640.0,955.0,6.0,2.0,6.0,3.0,4.0,6.0,2.0,6.0,6.0,2.0,3.0,2.0,Completed,1.1,7.0,1.1,6.0,1.12,6.0,1.1,8.67,1.11,9.0,1.08,7.55,bautista,klizan,australian open,,
6,Melbourne,Australian Open,1/19/2016,Grand Slam,Outdoor,Hard,1st Round,5.0,Smyczek T.,Gimeno-Traver D.,108.0,100.0,543.0,598.0,6.0,1.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.25,3.75,1.28,3.5,1.25,4.0,1.31,3.84,1.31,4.2,1.27,3.68,smyczek,gimeno-traver,australian open,,
6,Melbourne,Australian Open,1/20/2016,Grand Slam,Outdoor,Hard,2nd Round,5.0,Bautista R.,Lajovic D.,21.0,77.0,1640.0,678.0,4.0,6.0,6.0,2.0,4.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,Completed,1.12,6.0,1.12,5.6,1.14,5.5,1.12,7.71,1.16,7.71,1.12,6.13,bautista,lajovic,australian open,,
6,Melbourne,Australian Open,1/20/2016,Grand Slam,Outdoor,Hard,2nd Round,5.0,Cilic M.,Ramos-Vinolas A.,13.0,61.0,2405.0,773.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.11,6.5,1.12,5.75,1.11,6.5,1.15,6.34,1.15,7.0,1.12,6.0,cilic,ramos-vinolas,australian open,,
6,Melbourne,Australian Open,1/20/2016,Grand Slam,Outdoor,Hard,2nd Round,5.0,Garcia-Lopez G.,Brands D.,27.0,151.0,1430.0,393.0,4.0,6.0,6.0,1.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.0,1.38,3.0,1.36,3.25,1.42,3.11,1.42,3.25,1.37,3.02,garcia-lopez,brands,australian open,,
6,Melbourne,Australian Open,1/22/2016,Grand Slam,Outdoor,Hard,3rd Round,5.0,Nishikori K.,Garcia-Lopez G.,7.0,27.0,4235.0,1430.0,7.0,5.0,2.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.06,10.0,1.05,8.5,1.08,8.0,1.09,9.71,1.09,10.0,1.07,8.57,nishikori,garcia-lopez,australian open,,
6,Melbourne,Australian Open,1/22/2016,Grand Slam,Outdoor,Hard,3rd Round,5.0,Bautista R.,Cilic M.,21.0,13.0,1640.0,2405.0,6.0,4.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,3.4,1.33,3.1,1.33,3.25,1.36,3.45,1.37,3.5,1.37,3.25,1.33,bautista,cilic,australian open,,
6,Melbourne,Australian Open,1/24/2016,Grand Slam,Outdoor,Hard,4th Round,5.0,Berdych T.,Bautista R.,6.0,21.0,4560.0,1640.0,4.0,6.0,6.0,4.0,6.0,3.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,1.25,4.0,1.25,3.75,1.29,3.75,1.28,4.18,1.29,4.18,1.25,3.89,berdych,bautista,australian open,,
8,Quito,Ecuador Open,2/1/2016,ATP250,Outdoor,Clay,1st Round,3.0,Carreno-Busta P.,Dutra Silva R.,67.0,493.0,734.0,75.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.38,3.0,1.36,3.25,1.37,3.35,1.4,3.4,1.35,3.12,carreno-busta,silva,quito,,
8,Quito,Ecuador Open,2/1/2016,ATP250,Outdoor,Clay,1st Round,3.0,Cervantes I.,Riba P.,76.0,228.0,705.0,236.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.0,1.35,3.0,1.4,3.0,1.54,2.63,1.54,3.18,1.39,2.91,cervantes,riba,quito,,
8,Quito,Ecuador Open,2/2/2016,ATP250,Outdoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Lajovic D.,55.0,74.0,808.0,713.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.44,2.75,1.56,2.59,1.6,2.75,1.48,2.6,ramos-vinolas,lajovic,quito,,
8,Quito,Ecuador Open,2/2/2016,ATP250,Outdoor,Clay,1st Round,3.0,Estrella Burgos V.,Pella G.,58.0,68.0,797.0,730.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.35,1.58,2.38,1.57,2.64,1.54,2.64,1.6,2.38,1.56,burgos,pella,quito,,
8,Quito,Ecuador Open,2/3/2016,ATP250,Outdoor,Clay,2nd Round,3.0,Carreno-Busta P.,Cervantes I.,67.0,76.0,734.0,705.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.25,1.33,3.2,1.4,3.0,1.34,3.6,1.44,3.7,1.35,3.15,carreno-busta,cervantes,quito,,
8,Quito,Ecuador Open,2/4/2016,ATP250,Outdoor,Clay,2nd Round,3.0,Estrella Burgos V.,Martin A.,58.0,141.0,797.0,421.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.42,2.8,1.44,2.75,1.52,2.73,1.52,2.9,1.44,2.72,burgos,martin,quito,,
8,Quito,Ecuador Open,2/4/2016,ATP250,Outdoor,Clay,2nd Round,3.0,Ramos-Vinolas A.,Ram R.,55.0,81.0,808.0,662.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.22,4.0,1.2,4.3,1.22,4.33,1.26,4.35,1.26,4.65,1.21,4.21,ramos-vinolas,ram,quito,,
8,Quito,Ecuador Open,2/5/2016,ATP250,Outdoor,Clay,Quarterfinals,3.0,Bellucci T.,Carreno-Busta P.,35.0,67.0,1140.0,734.0,7.0,6.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.37,1.62,2.2,1.62,2.25,1.69,2.33,1.69,2.4,1.6,2.3,bellucci,carreno-busta,quito,,
8,Quito,Ecuador Open,2/5/2016,ATP250,Outdoor,Clay,Quarterfinals,3.0,Estrella Burgos V.,Olivo R.,58.0,158.0,797.0,366.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.55,2.4,1.57,2.38,1.61,2.52,1.62,2.6,1.56,2.39,burgos,olivo,quito,,
8,Quito,Ecuador Open,2/6/2016,ATP250,Outdoor,Clay,Semifinals,3.0,Estrella Burgos V.,Ramos-Vinolas A.,58.0,55.0,797.0,808.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.35,1.55,2.5,1.53,2.8,1.51,2.8,1.67,2.52,1.52,burgos,ramos-vinolas,quito,,
8,Quito,Ecuador Open,2/7/2016,ATP250,Outdoor,Clay,The Final,3.0,Estrella Burgos V.,Bellucci T.,58.0,35.0,797.0,1140.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.5,1.53,2.6,1.48,2.5,1.53,2.59,1.58,2.62,1.6,2.48,1.53,burgos,bellucci,quito,,
9,Sofia,Garanti Koza Sofia Open,2/3/2016,ATP250,Indoor,Hard,2nd Round,3.0,Garcia-Lopez G.,Basic M.,27.0,119.0,1340.0,496.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,3.0,1.4,3.0,1.4,3.22,1.42,3.25,1.37,2.98,garcia-lopez,basic,sofia,,
9,Sofia,Garanti Koza Sofia Open,2/5/2016,ATP250,Indoor,Hard,Quarterfinals,3.0,Bautista R.,Mannarino A.,18.0,49.0,1775.0,845.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.25,3.5,1.29,3.75,1.32,3.79,1.34,4.1,1.27,3.7,bautista,mannarino,sofia,,
9,Sofia,Garanti Koza Sofia Open,2/5/2016,ATP250,Indoor,Hard,Quarterfinals,3.0,Muller G.,Garcia-Lopez G.,42.0,27.0,970.0,1340.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.88,1.88,1.91,1.91,1.81,2.14,2.0,2.14,1.88,1.9,muller,garcia-lopez,sofia,,
9,Sofia,Garanti Koza Sofia Open,2/6/2016,ATP250,Indoor,Hard,Semifinals,3.0,Bautista R.,Muller G.,18.0,42.0,1775.0,970.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.45,2.65,1.5,2.62,1.55,2.67,1.56,2.75,1.49,2.59,bautista,muller,sofia,,
9,Sofia,Garanti Koza Sofia Open,2/7/2016,ATP250,Indoor,Hard,The Final,3.0,Bautista R.,Troicki V.,18.0,25.0,1775.0,1475.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.5,1.48,2.5,1.53,2.69,1.54,2.69,1.57,2.52,1.51,bautista,troicki,sofia,,
10,Buenos Aires,Argentina Open,2/8/2016,ATP250,Outdoor,Clay,1st Round,3.0,Giraldo S.,Cervantes I.,73.0,75.0,723.0,717.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.2,1.67,2.2,1.71,2.24,1.73,2.3,1.67,2.17,giraldo,cervantes,buenos aires,,
10,Buenos Aires,Argentina Open,2/9/2016,ATP250,Outdoor,Clay,1st Round,3.0,Cuevas P.,Ramos-Vinolas A.,35.0,46.0,1100.0,878.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.7,1.5,2.62,1.56,2.59,1.56,2.85,1.47,2.64,cuevas,ramos-vinolas,buenos aires,,
10,Buenos Aires,Argentina Open,2/9/2016,ATP250,Outdoor,Clay,1st Round,3.0,Thiem D.,Carreno-Busta P.,19.0,64.0,1725.0,759.0,6.0,0.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,2.75,1.42,2.8,1.44,2.75,1.46,2.89,1.46,3.0,1.42,2.78,thiem,carreno-busta,buenos aires,,
12,Rotterdam,ABN AMRO World Tennis Tournament,2/9/2016,ATP500,Indoor,Hard,1st Round,3.0,Chung H.,Garcia-Lopez G.,69.0,34.0,738.0,1135.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.4,2.8,1.4,2.75,1.44,2.88,1.47,3.0,1.51,2.85,1.41,chung,garcia-lopez,rotterdam,,
12,Rotterdam,ABN AMRO World Tennis Tournament,2/10/2016,ATP500,Indoor,Hard,1st Round,3.0,Bautista R.,Sousa J.,17.0,33.0,1935.0,1146.0,7.0,6.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.0,1.42,2.8,1.4,3.0,1.31,3.74,1.44,3.74,1.35,3.12,bautista,sousa,rotterdam,,
12,Rotterdam,ABN AMRO World Tennis Tournament,2/11/2016,ATP500,Indoor,Hard,2nd Round,3.0,Bautista R.,Vesely J.,17.0,51.0,1935.0,840.0,4.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,3.75,1.25,3.75,1.29,3.75,1.24,4.55,1.29,4.55,1.23,4.06,bautista,vesely,rotterdam,,
12,Rotterdam,ABN AMRO World Tennis Tournament,2/12/2016,ATP500,Indoor,Hard,Quarterfinals,3.0,Klizan M.,Bautista R.,43.0,17.0,965.0,1935.0,6.0,7.0,7.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,3.0,1.36,2.8,1.42,3.25,1.36,3.37,1.38,3.4,1.44,2.99,1.38,klizan,bautista,rotterdam,,
15,Rio de Janeiro,Rio Open,2/16/2016,ATP500,Outdoor,Clay,1st Round,3.0,Cervantes I.,Daniel T.,73.0,94.0,717.0,611.0,3.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.72,2.0,1.8,2.0,1.8,2.02,1.87,2.02,1.91,1.96,1.82,cervantes,daniel,rio de janeiro,,
15,Rio de Janeiro,Rio Open,2/16/2016,ATP500,Outdoor,Clay,1st Round,3.0,Nadal R.,Carreno-Busta P.,5.0,66.0,4880.0,759.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.06,8.5,1.05,10.0,1.07,10.5,1.08,10.5,1.06,9.05,nadal,carreno-busta,rio de janeiro,,
15,Rio de Janeiro,Rio Open,2/18/2016,ATP500,Outdoor,Clay,2nd Round,3.0,Ferrer D.,Ramos-Vinolas A.,6.0,47.0,4325.0,878.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.11,6.5,1.11,6.0,,,1.13,7.2,1.16,7.2,1.12,6.31,ferrer,ramos-vinolas,rio de janeiro,,
15,Rio de Janeiro,Rio Open,2/18/2016,ATP500,Outdoor,Clay,2nd Round,3.0,Dolgopolov O.,Cervantes I.,33.0,73.0,1195.0,717.0,3.0,6.0,6.0,0.0,6.0,3.0,,,,,2.0,1.0,Completed,1.28,3.5,1.25,3.5,1.29,3.75,1.29,4.05,1.31,4.05,1.28,3.6,dolgopolov,cervantes,rio de janeiro,,
15,Rio de Janeiro,Rio Open,2/19/2016,ATP500,Outdoor,Clay,Quarterfinals,3.0,Pella G.,Gimeno-Traver D.,71.0,118.0,726.0,492.0,5.0,7.0,6.0,1.0,7.0,5.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,2.9,1.44,2.75,1.47,2.94,1.47,3.09,1.42,2.83,pella,gimeno-traver,rio de janeiro,,
16,Acapulco,Abierto Mexicano,2/23/2016,ATP500,Outdoor,Hard,1st Round,3.0,Estrella Burgos V.,Gomez L.,74.0,543.0,705.0,62.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.13,5.5,1.12,6.0,1.12,7.48,1.14,7.5,1.11,6.43,burgos,gomez,acapulco,,
16,Acapulco,Abierto Mexicano,2/25/2016,ATP500,Outdoor,Hard,2nd Round,3.0,Fritz T.,Estrella Burgos V.,102.0,74.0,564.0,705.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.3,3.4,1.33,3.4,1.32,3.73,1.33,3.73,1.31,3.41,fritz,burgos,acapulco,,
17,Dubai ,Dubai Tennis Championships,2/22/2016,ATP500,Outdoor,Hard,1st Round,3.0,Lopez F.,Garcia-Lopez G.,24.0,37.0,1495.0,1135.0,6.0,1.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.25,1.62,2.2,1.62,2.25,1.68,2.3,1.69,2.4,1.62,2.27,lopez,garcia-lopez,dubai,,
17,Dubai ,Dubai Tennis Championships,2/23/2016,ATP500,Outdoor,Hard,1st Round,3.0,Bautista R.,Bolelli S.,18.0,73.0,1935.0,715.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.2,4.1,1.2,4.5,1.2,5.14,1.22,5.31,1.19,4.58,bautista,bolelli,dubai,,
17,Dubai ,Dubai Tennis Championships,2/24/2016,ATP500,Outdoor,Hard,2nd Round,3.0,Bautista R.,Chung H.,18.0,66.0,1935.0,735.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.15,5.25,1.14,5.5,1.24,4.65,1.24,5.5,1.18,4.78,bautista,chung,dubai,,
17,Dubai ,Dubai Tennis Championships,2/25/2016,ATP500,Outdoor,Hard,Quarterfinals,3.0,Baghdatis M.,Bautista R.,57.0,18.0,805.0,1935.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.2,1.33,3.5,1.3,4.0,1.3,4.0,1.33,3.54,1.29,baghdatis,bautista,dubai,,
18,Sao Paulo,Brasil Open,2/22/2016,ATP250,Indoor,Clay,1st Round,3.0,Gimeno-Traver D.,Clezar G.,99.0,173.0,582.0,317.0,3.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.83,1.83,1.88,1.88,1.91,1.91,1.88,2.01,1.97,2.01,1.88,1.89,gimeno-traver,clezar,sao paulo,,
18,Sao Paulo,Brasil Open,2/23/2016,ATP250,Indoor,Clay,1st Round,3.0,Cervantes I.,Granollers M.,65.0,93.0,747.0,591.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.8,2.0,1.8,2.0,1.83,2.08,1.84,2.1,1.77,2.01,cervantes,granollers,sao paulo,,
18,Sao Paulo,Brasil Open,2/23/2016,ATP250,Indoor,Clay,1st Round,3.0,Carreno-Busta P.,Ramos-Vinolas A.,67.0,48.0,734.0,903.0,0.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.66,2.1,1.68,2.1,1.73,1.97,1.92,2.13,1.92,2.03,1.75,carreno-busta,ramos-vinolas,sao paulo,,
18,Sao Paulo,Brasil Open,2/25/2016,ATP250,Indoor,Clay,2nd Round,3.0,Carreno-Busta P.,Gimeno-Traver D.,67.0,99.0,734.0,582.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.52,2.45,1.53,2.5,1.42,3.14,1.6,3.14,1.46,2.67,carreno-busta,gimeno-traver,sao paulo,,
18,Sao Paulo,Brasil Open,2/25/2016,ATP250,Indoor,Clay,2nd Round,3.0,Cervantes I.,Rola B.,65.0,160.0,747.0,368.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.6,1.62,2.25,1.5,2.8,1.62,2.8,1.49,2.57,cervantes,rola,sao paulo,,
18,Sao Paulo,Brasil Open,2/26/2016,ATP250,Indoor,Clay,Quarterfinals,3.0,Carreno-Busta P.,Carballes Baena R.,67.0,122.0,734.0,485.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,2.9,1.44,2.75,1.42,3.17,1.44,3.25,1.38,2.97,carreno-busta,baena,sao paulo,,
18,Sao Paulo,Brasil Open,2/26/2016,ATP250,Indoor,Clay,Quarterfinals,3.0,Cervantes I.,Delbonis F.,65.0,49.0,747.0,895.0,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.25,1.33,3.1,1.35,2.75,1.44,3.49,1.36,3.49,1.44,3.12,1.36,cervantes,delbonis,sao paulo,,
18,Sao Paulo,Brasil Open,2/27/2016,ATP250,Indoor,Clay,Semifinals,3.0,Carreno-Busta P.,Cervantes I.,67.0,65.0,734.0,747.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.4,2.9,1.4,3.0,1.42,3.19,1.45,3.19,1.39,2.96,carreno-busta,cervantes,sao paulo,,
18,Sao Paulo,Brasil Open,2/28/2016,ATP250,Indoor,Clay,The Final,3.0,Cuevas P.,Carreno-Busta P.,27.0,67.0,1305.0,734.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.42,2.75,1.44,2.75,1.44,3.06,1.4,3.06,1.42,2.81,cuevas,carreno-busta,sao paulo,,
19,Indian Wells,BNP Paribas Open,3/10/2016,Masters 1000,Outdoor,Hard,1st Round,3.0,Cervantes I.,Almagro N.,59.0,61.0,821.0,789.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.25,3.5,1.22,3.5,1.3,3.96,1.3,3.96,1.33,3.61,1.28,cervantes,almagro,indian wells masters,,
