tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,d1_ATP,d1_Date,d1_Series,d1_Court,d1_Surface,d1_Round,d1_Best of,d1_WRank,d1_LRank,d1_WPts,d1_LPts,d1_W1,d1_L1,d1_W2,d1_L2,d1_W3,d1_L3,d1_W4,d1_L4,d1_W5,d1_L5,d1_Wsets,d1_Lsets,d1_Comment,d1_B365W,d1_B365L,d1_PSW,d1_PSL,d1_MaxW,d1_MaxL,d1_AvgW,d1_AvgL
2024-1536,Madrid Masters,Clay,128,M,20240422,211,106398,,,Pedro Cachin,R,185.0,ARG,29.0,124116,,,Sebastian Ofner,R,191.0,AUT,27.9,6-3 6-3,3,R128,81.0,2.0,1.0,59.0,42.0,31.0,9.0,9.0,4.0,4.0,4.0,0.0,61.0,37.0,24.0,11.0,9.0,4.0,7.0,91,653,45.0,1076.0,28,4/25/2024,Masters 1000,Outdoor,Clay,1st Round,3,91,45.0,653,1076.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.65,1.53,2.75,1.54,2.59,1.49
2024-1536,Madrid Masters,Clay,128,M,20240422,208,209098,,Q,Hamad Medjedovic,R,188.0,SRB,20.7,206499,,Q,Aleksandar Kovacevic,R,183.0,USA,25.6,4-6 7-5 6-4,3,R128,141.0,20.0,5.0,101.0,68.0,52.0,20.0,16.0,6.0,7.0,6.0,2.0,103.0,57.0,44.0,25.0,16.0,7.0,9.0,130,475,97.0,638.0,28,4/25/2024,Masters 1000,Outdoor,Clay,1st Round,3,130,97.0,475,638.0,4.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.5,2.76,1.52,3.0,1.47,2.65
2024-1536,Madrid Masters,Clay,128,M,20240422,207,106329,,Q,Thiago Monteiro,L,183.0,BRA,29.8,105583,,,Dusan Lajovic,R,183.0,SRB,33.8,6-4 6-3,3,R128,72.0,3.0,1.0,50.0,35.0,31.0,10.0,10.0,0.0,0.0,2.0,1.0,50.0,31.0,19.0,13.0,9.0,0.0,2.0,118,545,65.0,846.0,28,4/25/2024,Masters 1000,Outdoor,Clay,1st Round,3,118,65.0,545,846.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.55,1.57,2.8,1.57,2.55,1.51
2024-1536,Madrid Masters,Clay,128,M,20240422,204,207733,,,Jack Draper,L,193.0,GBR,22.3,106423,,Q,Thanasi Kokkinakis,R,193.0,AUS,28.0,6-3 3-6 7-5,3,R128,124.0,6.0,1.0,79.0,53.0,43.0,15.0,15.0,2.0,3.0,9.0,2.0,77.0,52.0,43.0,14.0,15.0,2.0,4.0,43,1106,93.0,650.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,43,93.0,1106,650.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.53,2.5,1.56,2.59,1.58,2.64,1.53,2.49
2024-1536,Madrid Masters,Clay,128,M,20240422,203,127157,,,Daniel Altmaier,R,188.0,GER,25.6,212021,,WC,Martin Landaluce,R,191.0,ESP,18.2,6-1 7-5,3,R128,94.0,7.0,3.0,58.0,36.0,29.0,8.0,10.0,4.0,6.0,1.0,5.0,58.0,31.0,17.0,11.0,9.0,7.0,12.0,61,871,322.0,160.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,61,322.0,871,160.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.41,1.36,3.5,1.33,3.28
2024-1536,Madrid Masters,Clay,128,M,20240422,200,209414,,,Luca Van Assche,R,178.0,FRA,19.9,200267,,WC,Zizou Bergs,R,185.0,BEL,24.8,6-4 6-7(0) 6-1,3,R128,173.0,1.0,4.0,109.0,75.0,52.0,16.0,14.0,10.0,11.0,10.0,3.0,105.0,67.0,47.0,14.0,15.0,8.0,13.0,99,630,103.0,597.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,99,103.0,630,597.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.67,2.2,1.71,2.25,1.79,2.25,1.68,2.17
2024-1536,Madrid Masters,Clay,128,M,20240422,199,209260,,,Luciano Darderi,R,183.0,ITA,22.1,104792,,,Gael Monfils,R,193.0,FRA,37.6,6-4 6-2,3,R128,77.0,2.0,1.0,48.0,26.0,21.0,14.0,9.0,1.0,2.0,2.0,4.0,62.0,30.0,18.0,14.0,9.0,1.0,5.0,60,875,40.0,1142.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,60,40.0,875,1142.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.24,1.72,2.38,1.72,2.21,1.66
2024-1536,Madrid Masters,Clay,128,M,20240422,196,127760,,Q,Lukas Klein,R,193.0,SVK,26.0,208010,,Q,Pablo Llamas Ruiz,R,188.0,ESP,21.5,6-1 4-6 7-6(4),3,R128,131.0,5.0,5.0,89.0,64.0,48.0,14.0,15.0,1.0,3.0,4.0,0.0,95.0,61.0,41.0,17.0,14.0,4.0,7.0,120,524,146.0,434.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,120,146.0,524,434.0,6.0,1.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.91,1.91,1.93,1.96,1.96,1.96,1.89,1.9
2024-1536,Madrid Masters,Clay,128,M,20240422,195,206681,,,Fabian Marozsan,R,193.0,HUN,24.5,106234,,,Aslan Karatsev,R,185.0,RUS,30.6,7-6(6) 7-6(2),3,R128,122.0,2.0,4.0,71.0,48.0,36.0,12.0,12.0,0.0,2.0,1.0,7.0,93.0,48.0,31.0,22.0,12.0,4.0,6.0,37,1164,48.0,1041.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,37,48.0,1164,1041.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.22,4.84,1.25,5.5,1.2,4.54
2024-1536,Madrid Masters,Clay,128,M,20240422,192,133430,,PR,Denis Shapovalov,L,185.0,CAN,25.0,207680,,,Facundo Diaz Acosta,L,183.0,ARG,23.3,6-4 3-6 6-3,3,R128,114.0,7.0,6.0,80.0,45.0,36.0,18.0,14.0,5.0,7.0,1.0,0.0,75.0,52.0,36.0,13.0,14.0,3.0,6.0,132,465,47.0,1048.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,132,47.0,465,1048.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.38,1.57,2.35,1.65,2.4,1.65,2.29,1.61
2024-1536,Madrid Masters,Clay,128,M,20240422,191,106432,,,Borna Coric,R,188.0,CRO,27.4,133975,,Q,Benjamin Hassan,R,183.0,LBN,29.2,6-7(5) 7-5 6-3,3,R128,154.0,6.0,1.0,101.0,69.0,56.0,19.0,17.0,2.0,2.0,4.0,4.0,118.0,76.0,58.0,19.0,16.0,7.0,9.0,34,1244,159.0,395.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,34,159.0,1244,395.0,6.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.32,3.66,1.35,3.66,1.3,3.46
2024-1536,Madrid Masters,Clay,128,M,20240422,188,105487,,Q,Facundo Bagnis,L,183.0,ARG,34.1,206909,,Q,Brandon Nakashima,R,188.0,USA,22.7,6-3 7-6(5),3,R128,112.0,5.0,2.0,67.0,39.0,30.0,20.0,11.0,3.0,3.0,7.0,0.0,80.0,58.0,40.0,12.0,10.0,9.0,10.0,136,460,81.0,725.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,136,81.0,460,725.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.4,2.87,1.47,3.0,1.48,2.77,1.44
2024-1536,Madrid Masters,Clay,128,M,20240422,187,209992,,WC,Juncheng Shang,L,180.0,CHN,19.2,144895,,Q,Corentin Moutet,L,180.0,FRA,25.0,6-7(9) 6-2 7-6(10),3,R128,239.0,2.0,4.0,136.0,97.0,68.0,20.0,16.0,11.0,13.0,1.0,0.0,154.0,98.0,62.0,30.0,16.0,13.0,17.0,111,560,88.0,695.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,111,88.0,560,695.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.38,1.57,2.42,1.63,2.55,1.63,2.39,1.57
2024-1536,Madrid Masters,Clay,128,M,20240422,184,106121,,,Taro Daniel,R,191.0,JPN,31.2,126846,,,Aleksandar Vukic,R,188.0,AUS,28.0,6-2 6-7(1) 6-1,3,R128,141.0,2.0,0.0,96.0,73.0,48.0,12.0,14.0,9.0,10.0,10.0,7.0,93.0,60.0,40.0,10.0,13.0,4.0,9.0,85,717,62.0,857.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,85,62.0,717,857.0,6.0,2.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.91,1.91,1.97,1.92,2.03,2.0,1.89,1.9
2024-1536,Madrid Masters,Clay,128,M,20240422,183,208363,,,Mariano Navone,R,178.0,ARG,23.1,200615,,,Alexei Popyrin,R,196.0,AUS,24.7,7-5 6-2,3,R128,87.0,4.0,3.0,52.0,30.0,25.0,13.0,10.0,0.0,1.0,2.0,2.0,54.0,35.0,24.0,8.0,10.0,1.0,5.0,41,1141,46.0,1057.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,41,46.0,1141,1057.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.2,1.74,2.2,1.75,2.11,1.72
2024-1536,Madrid Masters,Clay,128,M,20240422,180,122298,,,Botic Van De Zandschulp,R,191.0,NED,28.5,111153,,,Christopher Eubanks,R,201.0,USA,27.9,6-3 6-3,3,R128,65.0,5.0,1.0,48.0,32.0,28.0,6.0,9.0,2.0,3.0,0.0,4.0,48.0,32.0,17.0,7.0,9.0,1.0,5.0,115,545,44.0,1087.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,115,44.0,545,1087.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.56,1.37,3.56,1.32,3.33
2024-1536,Madrid Masters,Clay,128,M,20240422,179,144719,,,Jaume Munar,R,183.0,ESP,26.9,132686,,,Nuno Borges,R,185.0,POR,27.1,7-5 6-4,3,R128,117.0,6.0,1.0,68.0,47.0,34.0,10.0,11.0,1.0,3.0,2.0,3.0,87.0,57.0,33.0,14.0,11.0,9.0,13.0,73,785,56.0,916.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,73,56.0,785,916.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.71,2.24,1.75,2.28,1.68,2.17
2024-1536,Madrid Masters,Clay,128,M,20240422,176,205734,,,Thiago Seyboth Wild,R,185.0,BRA,24.1,126128,,,Roman Safiullin,R,185.0,RUS,26.7,6-4 6-4,3,R128,84.0,11.0,0.0,51.0,36.0,29.0,8.0,10.0,1.0,2.0,6.0,8.0,81.0,49.0,33.0,11.0,10.0,5.0,8.0,63,849,42.0,1139.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,63,42.0,849,1139.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.85,2.05,1.85,2.1,1.8,2.0
2024-1536,Madrid Masters,Clay,128,M,20240422,175,207686,,,Alexander Shevchenko,R,185.0,KAZ,23.3,126239,,,Arthur Rinderknech,R,196.0,FRA,28.7,6-4 5-7 6-3,3,R128,137.0,3.0,1.0,96.0,57.0,42.0,24.0,16.0,6.0,7.0,5.0,0.0,86.0,47.0,37.0,21.0,15.0,1.0,3.0,59,879,77.0,744.0,28,4/24/2024,Masters 1000,Outdoor,Clay,1st Round,3,59,77.0,879,744.0,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,2.04,1.85,2.04,1.86,1.98,1.81
2024-0416,Rome Masters,Clay,128,M,20240506,300,100644,3.0,,Alexander Zverev,R,198.0,GER,27.0,111797,21.0,,Nicolas Jarry,R,201.0,CHI,28.5,6-4 7-5,3,F,101.0,6.0,1.0,49.0,39.0,37.0,7.0,11.0,0.0,0.0,4.0,2.0,72.0,49.0,38.0,8.0,11.0,7.0,9.0,5,5435,24.0,1675.0,29,5/19/2024,Masters 1000,Outdoor,Clay,The Final,3,5,24.0,5435,1675.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.35,3.5,1.36,3.5,1.33,3.32
2024-0416,Rome Masters,Clay,128,M,20240506,299,100644,3.0,,Alexander Zverev,R,198.0,GER,27.0,126214,29.0,,Alejandro Tabilo,L,188.0,CHI,26.9,1-6 7-6(4) 6-2,3,SF,137.0,10.0,5.0,81.0,56.0,45.0,9.0,13.0,2.0,4.0,7.0,3.0,86.0,50.0,41.0,17.0,14.0,4.0,6.0,5,5435,32.0,1320.0,29,5/17/2024,Masters 1000,Outdoor,Clay,Semifinals,3,5,32.0,5435,1320.0,1.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.22,4.33,1.26,4.31,1.89,4.33,1.27,3.94
2024-0416,Rome Masters,Clay,128,M,20240506,298,111797,21.0,,Nicolas Jarry,R,201.0,CHI,28.5,126205,14.0,,Tommy Paul,R,185.0,USA,26.9,6-3 6-7(3) 6-3,3,SF,164.0,13.0,2.0,118.0,78.0,52.0,21.0,16.0,5.0,6.0,7.0,2.0,88.0,55.0,37.0,21.0,14.0,3.0,6.0,24,1675,16.0,2300.0,29,5/17/2024,Masters 1000,Outdoor,Clay,Semifinals,3,24,16.0,1675,2300.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.73,2.15,1.79,2.15,1.8,2.07,1.75
2024-0416,Rome Masters,Clay,128,M,20240506,297,126214,29.0,,Alejandro Tabilo,L,188.0,CHI,26.9,111190,,,Zhizhen Zhang,R,193.0,CHN,27.5,6-3 6-4,3,QF,86.0,7.0,3.0,64.0,40.0,33.0,11.0,10.0,2.0,2.0,4.0,2.0,60.0,30.0,24.0,13.0,9.0,3.0,5.0,32,1320,56.0,868.0,29,5/15/2024,Masters 1000,Outdoor,Clay,Quarterfinals,3,32,56.0,1320,868.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.68,2.33,1.75,2.4,1.6,2.33
2024-0416,Rome Masters,Clay,128,M,20240506,296,100644,3.0,,Alexander Zverev,R,198.0,GER,27.0,126203,11.0,,Taylor Fritz,R,196.0,USA,26.5,6-4 6-3,3,QF,90.0,6.0,1.0,48.0,37.0,29.0,7.0,9.0,0.0,0.0,1.0,0.0,55.0,34.0,25.0,9.0,10.0,2.0,5.0,5,5435,13.0,2870.0,29,5/15/2024,Masters 1000,Outdoor,Clay,Quarterfinals,3,5,13.0,5435,2870.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.52,2.73,1.53,2.8,1.48,2.66
2024-0416,Rome Masters,Clay,128,M,20240506,295,111797,21.0,,Nicolas Jarry,R,201.0,CHI,28.5,126774,6.0,,Stefanos Tsitsipas,R,193.0,GRE,25.7,3-6 7-5 6-4,3,QF,158.0,8.0,2.0,103.0,68.0,47.0,21.0,15.0,11.0,13.0,5.0,7.0,103.0,71.0,51.0,15.0,16.0,6.0,9.0,24,1675,8.0,3860.0,29,5/16/2024,Masters 1000,Outdoor,Clay,Quarterfinals,3,24,8.0,1675,3860.0,3.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,4.0,1.25,4.2,1.27,4.33,1.29,3.98,1.24
2024-0416,Rome Masters,Clay,128,M,20240506,294,126205,14.0,,Tommy Paul,R,185.0,USA,26.9,128034,7.0,,Hubert Hurkacz,R,196.0,POL,27.2,7-5 3-6 6-3,3,QF,163.0,3.0,5.0,117.0,81.0,44.0,20.0,15.0,12.0,18.0,8.0,1.0,97.0,52.0,32.0,18.0,15.0,6.0,13.0,16,2300,9.0,3730.0,29,5/16/2024,Masters 1000,Outdoor,Clay,Quarterfinals,3,16,9.0,2300,3730.0,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.36,1.67,2.37,1.7,2.24,1.65
2024-0416,Rome Masters,Clay,128,M,20240506,293,126214,29.0,,Alejandro Tabilo,L,188.0,CHI,26.9,111575,16.0,,Karen Khachanov,R,198.0,RUS,27.9,7-6(5) 7-6(10),3,R16,152.0,8.0,1.0,81.0,47.0,36.0,17.0,12.0,0.0,2.0,7.0,2.0,97.0,58.0,40.0,18.0,12.0,6.0,8.0,32,1320,18.0,2000.0,29,5/14/2024,Masters 1000,Outdoor,Clay,4th Round,3,32,18.0,1320,2000.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.03,1.44,3.04,1.48,2.8,1.43
2024-0416,Rome Masters,Clay,128,M,20240506,292,111190,,,Zhizhen Zhang,R,193.0,CHN,27.5,106329,,Q,Thiago Monteiro,L,183.0,BRA,29.9,7-6(4) 6-3,3,R16,116.0,10.0,2.0,77.0,34.0,28.0,26.0,11.0,4.0,4.0,6.0,3.0,66.0,38.0,27.0,18.0,10.0,4.0,5.0,56,868,106.0,590.0,29,5/14/2024,Masters 1000,Outdoor,Clay,4th Round,3,56,106.0,868,590.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.12,1.81,2.13,1.81,2.08,1.75
2024-0416,Rome Masters,Clay,128,M,20240506,291,100644,3.0,,Alexander Zverev,R,198.0,GER,27.0,132686,,,Nuno Borges,R,185.0,POR,27.2,6-2 7-5,3,R16,86.0,9.0,3.0,54.0,38.0,31.0,8.0,10.0,1.0,2.0,2.0,1.0,58.0,37.0,24.0,8.0,10.0,1.0,5.0,5,5435,53.0,931.0,29,5/14/2024,Masters 1000,Outdoor,Clay,4th Round,3,5,53.0,5435,931.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.15,6.63,1.16,6.63,1.13,5.94
2024-0416,Rome Masters,Clay,128,M,20240506,290,126203,11.0,,Taylor Fritz,R,196.0,USA,26.5,105777,8.0,,Grigor Dimitrov,R,191.0,BUL,32.9,6-2 6-7(11) 6-1,3,R16,162.0,13.0,1.0,104.0,66.0,50.0,25.0,14.0,11.0,11.0,1.0,11.0,96.0,46.0,33.0,25.0,13.0,12.0,16.0,13,2870,10.0,3605.0,29,5/14/2024,Masters 1000,Outdoor,Clay,4th Round,3,13,10.0,2870,3605.0,6.0,2.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.62,2.3,1.72,2.26,1.77,2.3,1.68,2.19
2024-0416,Rome Masters,Clay,128,M,20240506,289,126774,6.0,,Stefanos Tsitsipas,R,193.0,GRE,25.7,200282,9.0,,Alex De Minaur,R,183.0,AUS,25.2,6-1 6-2,3,R16,60.0,0.0,0.0,39.0,27.0,20.0,10.0,8.0,1.0,2.0,0.0,1.0,41.0,27.0,13.0,5.0,7.0,3.0,8.0,8,3860,11.0,3435.0,29,5/14/2024,Masters 1000,Outdoor,Clay,4th Round,3,8,11.0,3860,3435.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.36,3.47,1.36,3.5,1.33,3.31
2024-0416,Rome Masters,Clay,128,M,20240506,288,111797,21.0,,Nicolas Jarry,R,201.0,CHI,28.5,124186,,Q,Alexandre Muller,R,183.0,FRA,27.2,7-5 6-3,3,R16,94.0,15.0,1.0,60.0,41.0,33.0,10.0,11.0,2.0,3.0,3.0,2.0,74.0,46.0,27.0,15.0,10.0,6.0,9.0,24,1675,109.0,577.0,29,5/14/2024,Masters 1000,Outdoor,Clay,4th Round,3,24,109.0,1675,577.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.52,2.73,1.53,2.73,1.5,2.58
2024-0416,Rome Masters,Clay,128,M,20240506,287,128034,7.0,,Hubert Hurkacz,R,196.0,POL,27.2,202104,17.0,,Sebastian Baez,R,170.0,ARG,23.3,5-7 7-6(4) 6-4,3,R16,159.0,17.0,2.0,102.0,58.0,49.0,18.0,17.0,3.0,6.0,1.0,3.0,109.0,78.0,49.0,19.0,17.0,1.0,4.0,9,3730,19.0,1960.0,29,5/14/2024,Masters 1000,Outdoor,Clay,4th Round,3,9,19.0,3730,1960.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.52,2.73,1.52,2.77,1.47,2.67
2024-0416,Rome Masters,Clay,128,M,20240506,286,126205,14.0,,Tommy Paul,R,185.0,USA,26.9,106421,2.0,,Daniil Medvedev,R,198.0,RUS,28.2,6-1 6-4,3,R16,73.0,2.0,0.0,58.0,39.0,23.0,14.0,9.0,3.0,5.0,1.0,2.0,42.0,19.0,11.0,10.0,8.0,1.0,6.0,16,2300,4.0,7195.0,29,5/14/2024,Masters 1000,Outdoor,Clay,4th Round,3,16,4.0,2300,7195.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.88,1.48,2.88,1.51,2.68,1.48
2024-0416,Rome Masters,Clay,128,M,20240506,285,126214,29.0,,Alejandro Tabilo,L,188.0,CHI,26.9,104925,1.0,,Novak Djokovic,R,188.0,SRB,36.9,6-2 6-3,3,R32,67.0,4.0,0.0,42.0,30.0,23.0,9.0,8.0,0.0,0.0,8.0,5.0,52.0,27.0,19.0,11.0,9.0,3.0,7.0,32,1320,1.0,9990.0,29,5/12/2024,Masters 1000,Outdoor,Clay,3rd Round,3,32,1.0,1320,9990.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,9.0,1.07,8.97,1.1,9.0,1.11,7.79,1.08
2024-0416,Rome Masters,Clay,128,M,20240506,284,111575,16.0,,Karen Khachanov,R,198.0,RUS,27.9,202103,20.0,,Francisco Cerundolo,R,185.0,ARG,25.7,6-2 6-4,3,R32,93.0,2.0,0.0,58.0,43.0,30.0,7.0,9.0,2.0,3.0,0.0,2.0,62.0,44.0,22.0,10.0,9.0,2.0,6.0,18,2000,22.0,1870.0,29,5/12/2024,Masters 1000,Outdoor,Clay,3rd Round,3,18,22.0,2000,1870.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.78,2.16,1.84,2.16,1.79,2.01
2024-0416,Rome Masters,Clay,128,M,20240506,283,111190,,,Zhizhen Zhang,R,193.0,CHN,27.5,210097,12.0,,Ben Shelton,L,193.0,USA,21.5,6-2 6-4,3,R32,71.0,2.0,1.0,51.0,27.0,20.0,18.0,9.0,2.0,2.0,4.0,6.0,52.0,33.0,23.0,8.0,9.0,5.0,8.0,56,868,14.0,2460.0,29,5/12/2024,Masters 1000,Outdoor,Clay,3rd Round,3,56,14.0,868,2460.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.54,1.58,2.62,1.58,2.49,1.53
2024-0416,Rome Masters,Clay,128,M,20240506,282,106329,,Q,Thiago Monteiro,L,183.0,BRA,29.9,200175,,,Miomir Kecmanovic,R,183.0,SRB,24.6,6-2 4-6 7-6(6),3,R32,157.0,5.0,2.0,94.0,63.0,51.0,14.0,15.0,6.0,8.0,4.0,4.0,92.0,63.0,45.0,12.0,15.0,1.0,4.0,106,590,58.0,850.0,29,5/12/2024,Masters 1000,Outdoor,Clay,3rd Round,3,106,58.0,590,850.0,6.0,2.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,2.02,1.88,2.1,1.88,1.99,1.81
2024-0416,Rome Masters,Clay,128,M,20240506,281,100644,3.0,,Alexander Zverev,R,198.0,GER,27.0,209260,,,Luciano Darderi,R,183.0,ITA,22.2,7-6(3) 6-2,3,R32,108.0,12.0,1.0,67.0,49.0,41.0,8.0,10.0,1.0,1.0,4.0,1.0,60.0,34.0,25.0,14.0,10.0,2.0,4.0,5,5435,54.0,918.0,29,5/12/2024,Masters 1000,Outdoor,Clay,3rd Round,3,5,54.0,5435,918.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.25,4.51,1.25,4.6,1.21,4.32
2024-0416,Rome Masters,Clay,128,M,20240506,280,132686,,,Nuno Borges,R,185.0,POR,27.2,208859,,Q,Francesco Passaro,R,180.0,ITA,23.3,4-6 7-6(8) 7-6(4),3,R32,187.0,9.0,3.0,111.0,64.0,52.0,28.0,17.0,4.0,6.0,12.0,5.0,131.0,75.0,57.0,28.0,17.0,6.0,7.0,53,931,240.0,248.0,29,5/12/2024,Masters 1000,Outdoor,Clay,3rd Round,3,53,240.0,931,248.0,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.63,1.54,2.67,1.54,2.67,1.51,2.56
2024-0416,Rome Masters,Clay,128,M,20240506,279,126203,11.0,,Taylor Fritz,R,196.0,USA,26.5,200624,24.0,,Sebastian Korda,R,196.0,USA,23.8,6-3 6-4,3,R32,71.0,8.0,1.0,50.0,30.0,27.0,13.0,10.0,0.0,0.0,5.0,1.0,53.0,32.0,20.0,12.0,9.0,3.0,5.0,13,2870,27.0,1525.0,29,5/12/2024,Masters 1000,Outdoor,Clay,3rd Round,3,13,27.0,2870,1525.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.55,2.65,1.57,2.65,1.51,2.53
2024-0416,Rome Masters,Clay,128,M,20240506,278,105777,8.0,,Grigor Dimitrov,R,191.0,BUL,32.9,209279,,Q,Terence Atmane,L,193.0,FRA,22.3,7-6(3) 6-3,3,R32,103.0,5.0,5.0,66.0,38.0,30.0,17.0,11.0,0.0,1.0,6.0,5.0,71.0,40.0,29.0,14.0,10.0,2.0,4.0,10,3605,137.0,463.0,29,5/12/2024,Masters 1000,Outdoor,Clay,3rd Round,3,10,137.0,3605,463.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.15,6.41,1.16,6.41,1.14,5.83
2024-0416,Rome Masters,Clay,128,M,20240506,277,126774,6.0,,Stefanos Tsitsipas,R,193.0,GRE,25.7,111815,27.0,,Cameron Norrie,L,188.0,GBR,28.7,6-2 7-6(1),3,R32,91.0,5.0,2.0,56.0,37.0,30.0,11.0,10.0,0.0,1.0,2.0,0.0,63.0,41.0,28.0,10.0,10.0,6.0,9.0,8,3860,30.0,1350.0,29,5/13/2024,Masters 1000,Outdoor,Clay,3rd Round,3,8,30.0,3860,1350.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.26,4.29,1.35,4.5,1.25,3.95
2024-0416,Rome Masters,Clay,128,M,20240506,276,200282,9.0,,Alex De Minaur,R,183.0,AUS,25.2,200000,18.0,,Felix Auger Aliassime,R,193.0,CAN,23.7,6-7(2) 6-4 6-4,3,R32,180.0,1.0,1.0,88.0,44.0,31.0,27.0,16.0,2.0,4.0,5.0,13.0,105.0,54.0,42.0,22.0,16.0,8.0,12.0,11,3435,20.0,1880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
