tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,d1_ATP,d1_Date,d1_Series,d1_Court,d1_Surface,d1_Round,d1_Best of,d1_WRank,d1_LRank,d1_WPts,d1_LPts,d1_W1,d1_L1,d1_W2,d1_L2,d1_W3,d1_L3,d1_W4,d1_L4,d1_W5,d1_L5,d1_Wsets,d1_Lsets,d1_Comment,d1_B365W,d1_B365L,d1_PSW,d1_PSL,d1_MaxW,d1_MaxL,d1_AvgW,d1_AvgL
2023-1536,Madrid Masters,Clay,128,M,20230424,196,126128,,Q,Roman Safiullin,R,185.0,RUS,25.7,111797,,,Nicolas Jarry,R,201.0,CHI,27.5,6-2 3-6 6-3,3,R128,107.0,6.0,0.0,63.0,49.0,41.0,10.0,13.0,0.0,1.0,8.0,1.0,76.0,57.0,38.0,10.0,13.0,4.0,7.0,112.0,525.0,51.0,878.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,112.0,51.0,525.0,878.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.19,1.4,3.38,1.4,3.15,1.36
2023-1536,Madrid Masters,Clay,128,M,20230424,195,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,26.2,111456,,,Mackenzie Mcdonald,R,178.0,USA,28.0,3-6 6-3 7-6(4),3,R128,159.0,2.0,1.0,107.0,76.0,50.0,16.0,15.0,7.0,11.0,1.0,0.0,109.0,78.0,48.0,16.0,15.0,4.0,8.0,42.0,958.0,54.0,865.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,42.0,54.0,958.0,865.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,1.63,2.42,1.65,2.45,1.59,2.35
2023-1536,Madrid Masters,Clay,128,M,20230424,192,106218,,,Marcos Giron,R,180.0,USA,29.7,132686,,,Nuno Borges,R,185.0,POR,26.1,6-2 7-6(7),3,R128,82.0,2.0,1.0,54.0,27.0,26.0,19.0,10.0,0.0,0.0,6.0,3.0,71.0,45.0,31.0,13.0,10.0,3.0,5.0,61.0,801.0,74.0,723.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,61.0,74.0,801.0,723.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.1,1.81,2.29,1.85,2.06,1.77
2023-1536,Madrid Masters,Clay,128,M,20230424,191,106233,,WC,Dominic Thiem,R,185.0,AUT,29.6,106378,,PR,Kyle Edmund,R,188.0,GBR,28.2,6-4 6-1,3,R128,82.0,4.0,2.0,51.0,28.0,24.0,13.0,8.0,4.0,4.0,1.0,4.0,57.0,35.0,21.0,7.0,9.0,3.0,7.0,93.0,625.0,498.0,75.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,93.0,498.0,625.0,75.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.49,1.22,5.55,1.17,5.09
2023-1536,Madrid Masters,Clay,128,M,20230424,188,106331,,,Christopher Oconnell,R,183.0,AUS,28.8,105936,,,Filip Krajinovic,R,185.0,SRB,31.1,6-4 6-7(2) 6-2,3,R128,139.0,15.0,3.0,84.0,55.0,42.0,12.0,15.0,2.0,5.0,7.0,0.0,107.0,78.0,45.0,17.0,15.0,13.0,19.0,81.0,710.0,79.0,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-1536,Madrid Masters,Clay,128,M,20230424,187,106426,,,Cristian Garin,R,185.0,CHI,26.8,144817,,,Marc Andrea Huesler,L,196.0,SUI,26.8,7-6(5) 6-2,3,R128,88.0,8.0,1.0,64.0,45.0,38.0,9.0,10.0,1.0,2.0,5.0,1.0,65.0,36.0,28.0,15.0,10.0,5.0,8.0,73.0,723.0,76.0,720.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,73.0,76.0,723.0,720.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.39,3.25,1.4,3.75,1.33,3.35
2023-1536,Madrid Masters,Clay,128,M,20230424,184,111190,,,Zhizhen Zhang,R,193.0,CHN,26.5,200514,,Q,Jurij Rodionov,L,191.0,AUT,23.9,7-6(6) 6-4,3,R128,90.0,10.0,0.0,62.0,44.0,36.0,13.0,11.0,0.0,1.0,5.0,2.0,68.0,44.0,32.0,14.0,11.0,0.0,2.0,99.0,606.0,119.0,502.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,99.0,119.0,606.0,502.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.21,1.74,2.26,1.76,2.15,1.7
2023-1536,Madrid Masters,Clay,128,M,20230424,183,133297,,Q,Yosuke Watanuki,R,180.0,JPN,25.0,144895,,,Corentin Moutet,L,180.0,FRA,24.0,6-3 6-3,3,R128,98.0,8.0,3.0,73.0,44.0,31.0,11.0,9.0,10.0,12.0,0.0,0.0,53.0,34.0,17.0,9.0,9.0,5.0,10.0,117.0,502.0,64.0,780.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,117.0,64.0,502.0,780.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.53,2.65,1.57,2.65,1.51,2.55
2023-1536,Madrid Masters,Clay,128,M,20230424,180,106065,,Q,Marco Cecchinato,R,185.0,ITA,30.5,105916,,,Marton Fucsovics,R,188.0,HUN,31.2,7-6(4) 6-3,3,R128,101.0,5.0,0.0,68.0,43.0,31.0,16.0,10.0,4.0,5.0,2.0,4.0,77.0,46.0,24.0,20.0,11.0,4.0,7.0,85.0,688.0,83.0,697.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,85.0,83.0,688.0,697.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.59,1.56,2.59,1.59,2.44,1.55
2023-1536,Madrid Masters,Clay,128,M,20230424,179,106234,,Q,Aslan Karatsev,R,185.0,RUS,29.6,111513,,,Laslo Djere,R,188.0,SRB,27.8,7-6(5) 7-5,3,R128,121.0,3.0,2.0,88.0,53.0,38.0,21.0,12.0,7.0,8.0,3.0,4.0,75.0,46.0,33.0,16.0,12.0,1.0,3.0,121.0,497.0,70.0,741.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,121.0,70.0,497.0,741.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.33,1.67,2.38,1.68,2.3,1.61
2023-1536,Madrid Masters,Clay,128,M,20230424,176,207686,,Q,Alexander Shevchenko,R,185.0,KAZ,22.3,200670,,,J J Wolf,R,183.0,USA,24.3,6-4 6-4,3,R128,82.0,6.0,1.0,56.0,30.0,19.0,19.0,10.0,1.0,2.0,5.0,5.0,57.0,22.0,15.0,19.0,10.0,4.0,7.0,96.0,610.0,49.0,880.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,96.0,49.0,610.0,880.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.68,2.31,1.69,2.5,1.61,2.31
2023-1536,Madrid Masters,Clay,128,M,20230424,175,131934,,Q,Andrea Vavassori,R,193.0,ITA,27.9,104918,,,Andy Murray,R,191.0,GBR,35.9,6-2 7-6(7),3,R128,91.0,1.0,3.0,58.0,41.0,32.0,10.0,10.0,0.0,1.0,1.0,0.0,61.0,44.0,27.0,8.0,10.0,1.0,4.0,164.0,369.0,52.0,870.0,27,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,164.0,52.0,369.0,870.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.3,1.68,2.51,1.72,2.24,1.65
2023-0416,Rome Masters,Clay,128,M,20230508,300,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.2,208029,7.0,,Holger Rune,R,188.0,DEN,20.0,7-5 7-5,3,F,102.0,5.0,4.0,65.0,42.0,32.0,10.0,12.0,3.0,5.0,2.0,1.0,68.0,33.0,17.0,22.0,12.0,2.0,6.0,3.0,5330.0,7.0,3865.0,28,5/21/2023,Masters 1000,Outdoor,Clay,The Final,3,3.0,7.0,5330.0,3865.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.99,1.92,2.2,1.99,1.96,1.86
2023-0416,Rome Masters,Clay,128,M,20230508,299,208029,7.0,,Holger Rune,R,188.0,DEN,20.0,134770,4.0,,Casper Ruud,R,183.0,NOR,24.3,6-7(2) 6-4 6-2,3,SF,163.0,1.0,1.0,104.0,66.0,40.0,28.0,15.0,5.0,6.0,9.0,6.0,88.0,47.0,34.0,20.0,15.0,0.0,4.0,7.0,3865.0,4.0,5165.0,28,5/20/2023,Masters 1000,Outdoor,Clay,Semifinals,3,7.0,4.0,3865.0,5165.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.38,1.65,2.4,1.7,2.43,1.62,2.3
2023-0416,Rome Masters,Clay,128,M,20230508,298,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.2,126774,5.0,,Stefanos Tsitsipas,R,193.0,GRE,24.7,7-5 7-5,3,SF,107.0,2.0,2.0,62.0,36.0,30.0,12.0,12.0,0.0,2.0,3.0,3.0,69.0,38.0,27.0,15.0,12.0,0.0,4.0,3.0,5330.0,5.0,5015.0,28,5/20/2023,Masters 1000,Outdoor,Clay,Semifinals,3,3.0,5.0,5330.0,5015.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.38,1.65,2.46,1.72,2.27,1.63
2023-0416,Rome Masters,Clay,128,M,20230508,297,208029,7.0,,Holger Rune,R,188.0,DEN,20.0,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.9,6-2 4-6 6-2,3,QF,139.0,3.0,2.0,78.0,44.0,34.0,17.0,13.0,3.0,5.0,4.0,3.0,77.0,47.0,29.0,14.0,13.0,5.0,10.0,7.0,3865.0,1.0,6775.0,28,5/17/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,7.0,1.0,3865.0,6775.0,6.0,2.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.4,1.33,3.54,1.35,3.54,1.56,3.29,1.34
2023-0416,Rome Masters,Clay,128,M,20230508,296,134770,4.0,,Casper Ruud,R,183.0,NOR,24.3,202103,24.0,,Francisco Cerundolo,R,185.0,ARG,24.7,7-6(5) 6-4,3,QF,125.0,4.0,2.0,71.0,40.0,31.0,16.0,11.0,2.0,4.0,2.0,6.0,95.0,61.0,41.0,13.0,11.0,11.0,14.0,4.0,5165.0,31.0,1200.0,28,5/17/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,4.0,31.0,5165.0,1200.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.6,2.51,1.63,2.51,1.59,2.36
2023-0416,Rome Masters,Clay,128,M,20230508,295,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.2,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.4,6-2 6-2,3,QF,80.0,8.0,7.0,68.0,38.0,28.0,11.0,8.0,4.0,6.0,0.0,0.0,48.0,34.0,11.0,8.0,8.0,4.0,10.0,3.0,5330.0,101.0,602.0,28,5/18/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,3.0,101.0,5330.0,602.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.06,1.46,3.11,1.41,2.92
2023-0416,Rome Masters,Clay,128,M,20230508,294,126774,5.0,,Stefanos Tsitsipas,R,193.0,GRE,24.7,106432,15.0,,Borna Coric,R,188.0,CRO,26.4,6-3 6-4,3,QF,96.0,3.0,4.0,60.0,29.0,26.0,16.0,10.0,3.0,4.0,1.0,1.0,57.0,31.0,20.0,12.0,9.0,1.0,4.0,5.0,5015.0,16.0,2240.0,28,5/18/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,5.0,16.0,5015.0,2240.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.32,3.76,1.4,3.81,1.3,3.56
2023-0416,Rome Masters,Clay,128,M,20230508,293,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.9,111815,13.0,,Cameron Norrie,L,188.0,GBR,27.7,6-3 6-4,3,R16,90.0,3.0,3.0,55.0,30.0,25.0,14.0,10.0,1.0,2.0,4.0,1.0,56.0,38.0,23.0,7.0,9.0,3.0,6.0,1.0,6775.0,13.0,2680.0,28,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,1.0,13.0,6775.0,2680.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.15,6.51,1.17,6.51,1.14,5.56
2023-0416,Rome Masters,Clay,128,M,20230508,292,208029,7.0,,Holger Rune,R,188.0,DEN,20.0,200615,,Q,Alexei Popyrin,R,196.0,AUS,23.7,6-4 5-7 6-4,3,R16,180.0,2.0,4.0,96.0,59.0,43.0,24.0,16.0,3.0,4.0,11.0,5.0,120.0,65.0,52.0,24.0,16.0,13.0,15.0,7.0,3865.0,77.0,726.0,28,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,7.0,77.0,3865.0,726.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.17,5.0,1.2,5.31,1.22,5.31,1.19,4.68
2023-0416,Rome Masters,Clay,128,M,20230508,291,134770,4.0,,Casper Ruud,R,183.0,NOR,24.3,111513,,,Laslo Djere,R,188.0,SRB,27.9,6-1 6-3,3,R16,70.0,5.0,2.0,42.0,29.0,24.0,6.0,8.0,0.0,1.0,4.0,2.0,58.0,38.0,20.0,7.0,8.0,7.0,12.0,4.0,5165.0,62.0,825.0,28,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,4.0,62.0,5165.0,825.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,3.03,1.48,3.07,1.41,2.89
2023-0416,Rome Masters,Clay,128,M,20230508,290,202103,24.0,,Francisco Cerundolo,R,185.0,ARG,24.7,206173,8.0,,Jannik Sinner,R,191.0,ITA,21.7,6-7(3) 6-2 6-2,3,R16,145.0,2.0,2.0,92.0,54.0,38.0,21.0,14.0,5.0,8.0,2.0,0.0,87.0,60.0,36.0,11.0,14.0,7.0,14.0,31.0,1200.0,8.0,3525.0,28,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,31.0,8.0,1200.0,3525.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,6.0,1.13,5.75,1.18,6.42,1.2,5.61,1.14
2023-0416,Rome Masters,Clay,128,M,20230508,289,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.4,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.5,7-6(5) 4-6 6-3,3,R16,153.0,6.0,2.0,106.0,81.0,57.0,13.0,16.0,9.0,11.0,18.0,2.0,110.0,68.0,48.0,20.0,15.0,6.0,8.0,101.0,602.0,6.0,4190.0,28,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,101.0,6.0,602.0,4190.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.4,1.33,3.43,1.36,3.58,1.38,3.28,1.33
2023-0416,Rome Masters,Clay,128,M,20230508,288,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.2,100644,19.0,,Alexander Zverev,R,198.0,GER,26.0,6-2 7-6(3),3,R16,116.0,2.0,3.0,68.0,44.0,36.0,12.0,10.0,2.0,3.0,6.0,5.0,75.0,52.0,36.0,7.0,10.0,6.0,9.0,3.0,5330.0,22.0,1630.0,28,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,3.0,22.0,5330.0,1630.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.74,2.2,1.74,2.54,1.67,2.2
2023-0416,Rome Masters,Clay,128,M,20230508,287,126774,5.0,,Stefanos Tsitsipas,R,193.0,GRE,24.7,207518,18.0,,Lorenzo Musetti,R,185.0,ITA,21.1,7-5 7-5,3,R16,112.0,2.0,2.0,72.0,45.0,36.0,12.0,12.0,2.0,4.0,1.0,1.0,76.0,59.0,37.0,7.0,12.0,7.0,11.0,5.0,5015.0,19.0,1960.0,28,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,5.0,19.0,5015.0,1960.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.37,3.39,1.69,3.79,1.4,3.0
2023-0416,Rome Masters,Clay,128,M,20230508,286,106432,15.0,,Borna Coric,R,188.0,CRO,26.4,206681,,Q,Fabian Marozsan,R,193.0,HUN,23.5,3-6 6-4 6-3,3,R16,129.0,9.0,3.0,90.0,58.0,47.0,15.0,14.0,5.0,6.0,3.0,0.0,81.0,46.0,37.0,19.0,14.0,0.0,2.0,16.0,2240.0,135.0,441.0,28,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,16.0,135.0,2240.0,441.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.55,2.64,1.59,2.92,1.5,2.58
2023-0416,Rome Masters,Clay,128,M,20230508,285,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.9,105777,26.0,,Grigor Dimitrov,R,191.0,BUL,31.9,6-3 4-6 6-1,3,R32,139.0,7.0,2.0,70.0,49.0,34.0,11.0,13.0,4.0,7.0,7.0,6.0,94.0,54.0,34.0,15.0,13.0,9.0,15.0,1.0,6775.0,33.0,1125.0,28,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,1.0,33.0,6775.0,1125.0,6.0,3.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.14,5.5,1.15,6.4,1.19,6.4,1.14,5.59
2023-0416,Rome Masters,Clay,128,M,20230508,284,111815,13.0,,Cameron Norrie,L,188.0,GBR,27.7,105916,,,Marton Fucsovics,R,188.0,HUN,31.2,6-2 7-6(4),3,R32,121.0,1.0,1.0,79.0,44.0,30.0,17.0,10.0,0.0,2.0,6.0,5.0,85.0,41.0,26.0,18.0,10.0,10.0,14.0,13.0,2680.0,92.0,691.0,28,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,13.0,92.0,2680.0,691.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.47,2.91,1.51,2.95,1.44,2.78
2023-0416,Rome Masters,Clay,128,M,20230508,283,200615,,Q,Alexei Popyrin,R,196.0,AUS,23.7,126128,,Q,Roman Safiullin,R,185.0,RUS,25.7,7-5 7-5,3,R32,114.0,6.0,0.0,66.0,43.0,29.0,17.0,12.0,0.0,1.0,0.0,2.0,68.0,49.0,34.0,9.0,12.0,1.0,4.0,77.0,726.0,103.0,586.0,28,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,77.0,103.0,726.0,586.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.84,2.08,1.84,2.14,1.79,2.03
2023-0416,Rome Masters,Clay,128,M,20230508,282,208029,7.0,,Holger Rune,R,188.0,DEN,20.0,104926,,WC,Fabio Fognini,R,178.0,ITA,35.9,6-4 6-2,3,R32,76.0,3.0,3.0,53.0,28.0,22.0,13.0,9.0,3.0,4.0,1.0,3.0,51.0,28.0,14.0,13.0,9.0,4.0,8.0,7.0,3865.0,130.0,468.0,28,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,7.0,130.0,3865.0,468.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.28,1.21,5.35,1.18,4.78
2023-0416,Rome Masters,Clay,128,M,20230508,281,134770,4.0,,Casper Ruud,R,183.0,NOR,24.3,122330,,,Alexander Bublik,R,196.0,KAZ,25.8,6-1 4-6 7-6(0),3,R32,125.0,6.0,3.0,85.0,57.0,44.0,19.0,15.0,2.0,3.0,11.0,8.0,92.0,51.0,37.0,19.0,14.0,4.0,6.0,4.0,5165.0,49.0,880.0,28,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,4.0,49.0,5165.0,880.0,6.0,1.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.17,5.0,1.18,5.7,1.18,5.8,1.16,5.32
2023-0416,Rome Masters,Clay,128,M,20230508,280,111513,,,Laslo Djere,R,188.0,SRB,27.9,106426,,,Cristian Garin,R,185.0,CHI,26.9,6-3 2-1 RET,3,R32,50.0,4.0,0.0,29.0,18.0,17.0,7.0,6.0,0.0,0.0,0.0,1.0,38.0,21.0,14.0,8.0,6.0,2.0,4.0,62.0,825.0,79.0,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0416,Rome Masters,Clay,128,M,20230508,279,202103,24.0,,Francisco Cerundolo,R,185.0,ARG,24.7,106296,,,Gregoire Barrere,R,183.0,FRA,29.2,6-7(0) 6-2 6-2,3,R32,127.0,3.0,4.0,94.0,58.0,42.0,21.0,14.0,9.0,10.0,2.0,3.0,100.0,71.0,44.0,12.0,14.0,5.0,10.0,31.0,1200.0,63.0,813.0,28,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,31.0,63.0,1200.0,813.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.2,1.36,3.43,1.4,3.62,1.34,3.26
2023-0416,Rome Masters,Clay,128,M,20230508,278,206173,8.0,,Jannik Sinner,R,191.0,ITA,21.7,207686,,LL,Alexander Shevchenko,R,185.0,KAZ,22.4,6-3 6-7(4) 6-2,3,R32,132.0,1.0,1.0,81.0,48.0,34.0,20.0,14.0,6.0,8.0,4.0,3.0,96.0,60.0,33.0,20.0,15.0,3.0,9.0,8.0,3525.0,93.0,657.0,28,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,8.0,93.0,3525.0,657.0,6.0,3.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.08,8.0,1.09,9.61,1.11,9.7,1.08,7.99
2023-0416,Rome Masters,Clay,128,M,20230508,277,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.5,200221,27.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.9,7-6(8) 6-3,3,R32,108.0,3.0,1.0,71.0,45.0,34.0,15.0,11.0,2.0,3.0,3.0,1.0,80.0,51.0,34.0,13.0,10.0,8.0,10.0,6.0,4190.0,34.0,1115.0,28,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,6.0,34.0,4190.0,1115.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.53,2.7,1.54,2.76,1.49,2.63
2023-0416,Rome Masters,Clay,128,M,20230508,276,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.4,106065,,,Marco Cecchinato,R,185.0,ITA,30.6,6-4 4-6 6-3,3,R32,140.0,3.0,1.0,82.0,62.0,43.0,11.0,14.0,1.0,3.0,7.0,4.0,118.0,73.0,47.0,19.0,15.0,13.0,17.0,101.0,602.0,83.0,720.0,28,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,101.0,83.0,602.0,720.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.73,2.24,1.82,2.26,1.71,2.14
2023-0416,Rome Masters,Clay,128,M,20230508,275,100644,19.0,,Alexander Zverev,R,198.0,GER,26.0,200670,,,J J Wolf,R,183.0,USA,24.3,6-4 7-5,3,R32,109.0,10.0,2.0,58.0,39.0,30.0,13.0,11.0,0.0,1.0,3.0,2.0,69.0,41.0,28.0,14.0,11.0,5.0,8.0,22.0,1630.0,54.0,860.0,28,5/16/2023,Masters 1000,Outdoor,Clay,3rd Round,3,22.0,54.0,1630.0,860.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.29,4.05,1.29,4.5,1.23,4.14
2023-0416,Rome Masters,Clay,128,M,20230508,274,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.2,126523,31.0,,Bernabe Zapata Miralles,R,183.0,ESP,26.3,3-6 6-1 6-3,3,R32,113.0,6.0,5.0,71.0,46.0,33.0,14.0,12.0,5.0,7.0,2.0,3.0,78.0,57.0,38.0,7.0,13.0,8.0,13.0,3.0,5330.0,38.0,1016.0,28,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,3.0,38.0,5330.0,1016.0,3.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.22,4.33,1.22,4.92,1.26,4.92,1.22,4.27
2023-0416,Rome Masters,Clay,128,M,20230508,273,126774,5.0,,Stefanos Tsitsipas,R,193.0,GRE,24.7,132283,,,Lorenzo Sonego,R,191.0,ITA,27.9,6-3 7-6(3),3,R32,127.0,3.0,1.0,64.0,40.0,37.0,14.0,11.0,2.0,2.0,2.0,2.0,79.0,55.0,37.0,12.0,10.0,6.0,7.0,5.0,5015.0,48.0,890.0,28,5/16/2023,Masters 1000,Outdoor,Clay,3rd Round,3,5.0,48.0,5015.0,890.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.22,4.91,1.24,5.0,1.2,4.48
2023-0416,Rome Masters,Clay,128,M,20230508,272,207518,18.0,,Lorenzo Musetti,R,185.0,ITA,21.1,126207,12.0,,Frances Tiafoe,R,188.0,USA,25.2,5-7 6-4 6-3,3,R32,156.0,9.0,2.0,106.0,78.0,52.0,14.0,15.0,9.0,12.0,4.0,7.0,109.0,55.0,38.0,23.0,16.0,6.0,11.0,19.0,1960.0,12.0,2755.0,28,5/16/2023,Masters 1000,Outdoor,Clay,3rd Round,3,19.0,12.0,1960.0,2755.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.5,2.8,1.54,2.9,1.47,2.68
2023-0416,Rome Masters,Clay,128,M,20230508,271,106432,15.0,,Borna Coric,R,188.0,CRO,26.4,106148,,,Roberto Carballes Baena,R,183.0,ESP,30.1,7-6(3) 6-1,3,R32,105.0,4.0,3.0,63.0,34.0,26.0,19.0,10.0,4.0,5.0,2.0,1.0,58.0,41.0,25.0,9.0,9.0,5.0,8.0,16.0,2240.0,51.0,876.0,28,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,16.0,51.0,2240.0,876.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.49,2.83,1.52,2.87,1.47,2.69
2023-0416,Rome Masters,Clay,128,M,20230508,270,206681,,Q,Fabian Marozsan,R,193.0,HUN,23.5,207989,2.0,,Carlos Alcaraz,R,183.0,ESP,20.0,6-3 7-6(4),3,R32,100.0,2.0,0.0,64.0,40.0,31.0,18.0,11.0,1.0,2.0,5.0,1.0,73.0,50.0,34.0,9.0,10.0,5.0,7.0,135.0,441.0,2.0,6770.0,28,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,135.0,2.0,441.0,6770.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,23.0,1.01,30.5,1.02,30.5,1.03,19.0,1.01
